username,rating,max_rating,rank,total_solved,hard_solved,top_tags,top_languages,contests
lightning_mcqueen,1746,1890,expert,144,24,"greedy,math,constructive algorithms,implementation,brute force","PyPy 3-64,C++17 (GCC 7-32),PyPy 3",35
chahat19,1430,1440,specialist,270,9,"math,greedy,implementation,brute force,constructive algorithms","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",20
AllFiction,1824,1835,expert,403,172,"greedy,math,implementation,constructive algorithms,dp","C++23 (GCC 14-64, msys2),UnknownX",25
Carnade,1579,1583,specialist,692,90,"greedy,math,implementation,constructive algorithms,brute force","PyPy 3-64,Python 3,C++23 (GCC 14-64, msys2)",41
weakAt_Problem_solving,1742,1742,expert,57,6,"math,greedy,brute force,constructive algorithms,strings","C++17 (GCC 7-32),C++20 (GCC 11-64)",16
SSBBTSBBRElUSFlB,1833,1849,expert,410,173,"greedy,math,implementation,constructive algorithms,dp","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),GNU C11",18
GooddkNight,2070,2070,candidate master,284,50,"greedy,constructive algorithms,math,implementation,dp","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++20 (GCC 11-64)",19
saggitarius_04,1648,1648,expert,38,2,"greedy,constructive algorithms,math,sortings,games","Python 3,C++17 (GCC 7-32)",13
Dinprosperity,2288,2300,master,814,592,"greedy,dp,math,data structures,constructive algorithms","C++20 (GCC 13-64),C++20 (GCC 11-64),C++14 (GCC 6-32)",50
Depzaicogai123,1587,1587,specialist,42,4,"math,implementation,constructive algorithms,greedy,brute force",C++17 (GCC 7-32),7
Prady,1932,2127,candidate master,891,378,"greedy,math,dp,implementation,brute force","C++20 (GCC 13-64),C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",117
adikowa,1466,1511,specialist,420,29,"greedy,math,implementation,constructive algorithms,brute force","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",99
Mo.Ibrahim,1654,1654,expert,69,11,"math,greedy,implementation,sortings,brute force","C++20 (GCC 11-64),C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",6
slash0t,1806,2036,expert,624,269,"greedy,math,constructive algorithms,implementation,brute force","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++20 (GCC 11-64)",41
parthsharma22,1303,1303,pupil,271,13,"math,greedy,implementation,brute force,constructive algorithms","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2),Java 21",23
wlh__1,1840,1840,expert,303,76,"greedy,math,constructive algorithms,implementation,brute force","C++23 (GCC 14-64, msys2),C++14 (GCC 6-32),C++17 (GCC 9-64)",47
Soab,1419,1419,specialist,497,109,"math,greedy,implementation,brute force,constructive algorithms","C++20 (GCC 13-64),C++20 (GCC 11-64),C++17 (GCC 7-32)",32
logIse,2593,2595,grandmaster,201,141,"greedy,dp,math,data structures,graphs","C++20 (GCC 13-64),C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",19
Ns6Juruo,2105,2105,master,420,239,"greedy,math,data structures,dp,constructive algorithms","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++14 (GCC 6-32)",21
DrownedDragon06,1451,1451,specialist,381,3,"greedy,math,implementation,brute force,constructive algorithms","C++17 (GCC 7-32),Kotlin 1.7",35
KroosTheKeenGlint,2554,2764,grandmaster,805,420,"greedy,math,constructive algorithms,dp,brute force","C++17 (GCC 7-32),C++20 (GCC 13-64),C++20 (GCC 11-64)",84
GP117,1810,1810,expert,885,223,"greedy,math,implementation,brute force,constructive algorithms","C++23 (GCC 14-64, msys2),Kotlin 1.7",11
CuteCube,1794,1868,expert,293,103,"greedy,math,dp,implementation,constructive algorithms","C++23 (GCC 14-64, msys2)",25
zoryn,1629,1739,expert,105,15,"greedy,implementation,math,sortings,brute force","C++17 (GCC 7-32),PyPy 3-64",7
koloshek,1684,1684,expert,48,16,"greedy,math,constructive algorithms,brute force,dp","C++20 (GCC 13-64),C++17 (GCC 7-32),C++20 (GCC 11-64)",11
EchidnaTea,1446,1446,specialist,18,0,"combinatorics,dp,constructive algorithms,greedy,bitmasks",C++20 (GCC 13-64),2
Beware_of_Impotence,1843,1848,expert,110,48,"greedy,math,constructive algorithms,dp,combinatorics","C++23 (GCC 14-64, msys2)",8
KartalCore,1151,1151,newbie,10,0,"greedy,implementation,math,constructive algorithms,dp","C++23 (GCC 14-64, msys2)",3
shreeshivam_1,1040,1040,newbie,63,0,"math,brute force,implementation,greedy,constructive algorithms","C++23 (GCC 14-64, msys2),GNU C11,Java 21",17
Fostok,2213,2213,master,199,78,"greedy,math,implementation,dp,data structures","C++23 (GCC 14-64, msys2)",82
Maneesh_S,1711,1711,expert,353,23,"math,greedy,implementation,constructive algorithms,brute force","C++17 (GCC 7-32),C++20 (GCC 13-64)",29
StefanSebez,1869,2128,expert,533,281,"data structures,greedy,math,implementation,dp","C++17 (GCC 7-32),C++14 (GCC 6-32)",73
rhombus,2177,2279,master,363,196,"greedy,math,constructive algorithms,implementation,dp","C++23 (GCC 14-64, msys2),C++20 (GCC 11-64),C++20 (GCC 13-64)",12
heesooyaam,2196,2196,master,666,255,"greedy,math,constructive algorithms,implementation,data structures","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",128
Jeank__,1427,1427,specialist,676,59,"greedy,math,implementation,constructive algorithms,brute force","C++20 (GCC 13-64),C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",51
nhphuc,1989,2137,candidate master,596,324,"greedy,math,dp,brute force,data structures","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",111
Mo7a_,1634,1634,expert,111,10,"greedy,math,implementation,constructive algorithms,brute force","C++17 (GCC 7-32),C++20 (GCC 13-64),C++17 (GCC 9-64)",12
phoenix_wrong,1650,1650,expert,73,2,"greedy,math,implementation,sortings,constructive algorithms","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",10
lotus__,1565,1565,specialist,26,10,"math,greedy,dp,implementation,strings","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",4
zhouzizhe,2190,2205,master,581,391,"greedy,math,dp,data structures,constructive algorithms","C++14 (GCC 6-32),C++20 (GCC 11-64),C++17 (GCC 7-32)",17
do4Z,1702,1867,expert,918,148,"greedy,math,implementation,constructive algorithms,brute force","C++20 (GCC 11-64),C++17 (GCC 7-32),C++20 (GCC 13-64)",179
Zzhuxia,1724,1724,expert,691,330,"math,greedy,implementation,dp,data structures","C++20 (GCC 13-64),C++17 (GCC 9-64),C++17 (GCC 7-32)",20
woLx10,1656,1656,expert,20,2,"greedy,math,constructive algorithms,implementation,dp","C++23 (GCC 14-64, msys2),Java 8",6
coldfish123,1328,1328,pupil,17,0,"math,implementation,greedy,constructive algorithms,data structures","C++20 (GCC 13-64),Python 3",9
twosquares,2140,2248,master,657,238,"greedy,math,constructive algorithms,dp,implementation","PyPy 3-64,C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",51
SegmentTreeSupremacist,1341,1341,pupil,94,1,"math,greedy,brute force,implementation,constructive algorithms","C++23 (GCC 14-64, msys2),Python 3",14
conqueror_of_tranhaian,1632,1675,expert,90,36,"greedy,implementation,dp,math,sortings","C++23 (GCC 14-64, msys2)",9
ALPHAwule,1748,1947,expert,135,35,"greedy,math,implementation,brute force,constructive algorithms","C++23 (GCC 14-64, msys2),PyPy 3-64,C++20 (GCC 13-64)",23
gm_monkey,1713,1713,expert,495,141,"math,greedy,constructive algorithms,implementation,brute force","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",15
MahmoudBassem,1731,1970,expert,762,362,"dp,greedy,math,data structures,graphs","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),C++20 (GCC 13-64)",123
_01010000_,1823,2264,expert,51,19,"greedy,math,implementation,brute force,constructive algorithms",C++20 (GCC 13-64),13
LunarisLynx,1260,1260,pupil,100,13,"implementation,greedy,math,strings,brute force","C++17 (GCC 7-32),C++14 (GCC 6-32),C++20 (GCC 13-64)",10
ocharin,2150,2206,master,789,322,"math,greedy,implementation,dp,brute force","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",39
OdtreeKing,2192,2377,master,318,122,"greedy,math,dp,data structures,constructive algorithms","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",11
bestial-42-centroids,1815,2045,expert,460,252,"greedy,math,constructive algorithms,dp,implementation","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",134
Gabeee,1606,1606,expert,653,88,"greedy,math,implementation,brute force,dp","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",21
toma_ariciu,2228,2278,master,669,247,"math,greedy,dp,constructive algorithms,brute force","C++20 (GCC 13-64),C++17 (GCC 7-32),C++17 (GCC 9-64)",28
Gheal,2416,2449,grandmaster,544,99,"greedy,math,constructive algorithms,implementation,dp","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",170
shubhambhattog,1331,1331,pupil,16,0,"implementation,greedy,math,constructive algorithms,two pointers",C++20 (GCC 13-64),10
bwGMOJLyZGqagot,837,837,newbie,7,0,"greedy,dfs and similar,trees,constructive algorithms,combinatorics","C++23 (GCC 14-64, msys2)",1
Maryan_Shyika,1922,1958,candidate master,599,210,"greedy,math,constructive algorithms,brute force,implementation","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",101
cutebali,1533,1533,specialist,86,6,"math,greedy,brute force,implementation,constructive algorithms","C++17 (GCC 7-32),Haskell",8
PastelRain,1937,1937,candidate master,57,9,"greedy,math,constructive algorithms,dp,implementation","C++17 (GCC 7-32),PyPy 3-64,PyPy 3",13
IamDIPANKAR,1006,1073,newbie,33,2,"implementation,greedy,math,sortings,constructive algorithms","PyPy 3-64,C++20 (GCC 11-64),Python 3",10
libobil,2410,2581,grandmaster,613,249,"greedy,math,constructive algorithms,implementation,brute force","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",113
yamadanull,2167,2167,master,553,294,"greedy,implementation,math,data structures,dp","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),Java 21",27
rishabhh_sinha,1330,1330,pupil,48,1,"implementation,math,greedy,strings,sortings",C++20 (GCC 13-64),6
Mhn_Neek,1935,2050,candidate master,512,362,"greedy,dp,math,data structures,trees","C++20 (GCC 13-64),C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",121
FirstImpression,1578,1578,specialist,118,2,"math,greedy,implementation,brute force,constructive algorithms","C++17 (GCC 7-32),C++14 (GCC 6-32)",22
CutieSmileHaruka,2519,2540,grandmaster,843,603,"math,greedy,dp,constructive algorithms,data structures","C++20 (GCC 11-64),C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",91
PhoenixCore,1688,1688,expert,167,73,"greedy,math,dp,constructive algorithms,implementation","C++23 (GCC 14-64, msys2)",22
wangbocheng,1499,1499,specialist,165,5,"greedy,math,constructive algorithms,implementation,brute force","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",17
noshinn,1539,1540,specialist,50,5,"greedy,constructive algorithms,math,implementation,brute force","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),C++20 (GCC 13-64)",8
Zachary_Gao,2622,2622,international grandmaster,735,540,"math,greedy,dp,data structures,constructive algorithms","C++20 (GCC 13-64),C++20 (GCC 11-64),C++17 (GCC 7-32)",47
aryandadwal2006,363,363,newbie,0,0,,,1
TianLuen,1908,1908,candidate master,314,117,"implementation,greedy,math,dp,brute force","C++14 (GCC 6-32),GNU C++11,C++20 (GCC 13-64)",26
Anonymous_HF,1389,1526,pupil,722,87,"greedy,math,implementation,brute force,constructive algorithms","C++23 (GCC 14-64, msys2),GNU C11,C++20 (GCC 13-64)",138
sambitmishra,1508,1508,specialist,238,1,"implementation,math,greedy,constructive algorithms,brute force","PyPy 3-64,C++23 (GCC 14-64, msys2),Python 3",22
FreNito,2027,2356,candidate master,66,28,"greedy,math,implementation,dp,constructive algorithms","C++23 (GCC 14-64, msys2)",14
vayugautam,1417,1417,specialist,111,2,"math,greedy,implementation,brute force,constructive algorithms","Java 21,Java 8",16
blackscreen1,2261,2261,master,151,33,"greedy,math,constructive algorithms,implementation,brute force","C++17 (GCC 7-32),C++17 (GCC 9-64),C++20 (GCC 13-64)",30
crown_seeker,1279,1311,pupil,170,6,"implementation,math,greedy,constructive algorithms,brute force","PyPy 3-64,Python 3,C++20 (GCC 11-64)",16
pro_comder,1598,1598,specialist,72,6,"greedy,math,implementation,dp,constructive algorithms","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",13
M7mdKady14,1652,1652,expert,237,31,"greedy,math,implementation,brute force,dp","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",34
anpaio,2610,2649,international grandmaster,593,299,"greedy,math,constructive algorithms,dp,brute force","C++17 (GCC 7-32),C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",72
haoman,1608,1698,expert,106,25,"greedy,math,constructive algorithms,implementation,brute force","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",29
heeew,2305,2305,international master,165,54,"greedy,math,constructive algorithms,implementation,data structures","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",14
tanvikandoi,1360,1360,pupil,98,1,"implementation,math,greedy,brute force,strings","C++23 (GCC 14-64, msys2),C++14 (GCC 6-32)",30
Nyemot,2004,2063,candidate master,981,271,"greedy,math,implementation,constructive algorithms,brute force",C++20 (GCC 13-64),71
kodev,904,904,newbie,8,0,"dfs and similar,trees,greedy,combinatorics,dp","C++17 (GCC 7-32),C++20 (GCC 13-64)",1
SINNOCENT,1599,1698,specialist,885,163,"greedy,math,constructive algorithms,implementation,brute force","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),Kotlin 1.7",39
Nariman_MT,1920,1920,candidate master,629,416,"greedy,dp,math,data structures,constructive algorithms","C++17 (GCC 7-32),C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",93
squareOf105,3241,3241,legendary grandmaster,109,65,"math,greedy,dp,implementation,constructive algorithms","C++20 (GCC 13-64),C++17 (GCC 7-32),GNU C++11",19
HYyuannian,1957,1977,candidate master,517,71,"greedy,math,constructive algorithms,implementation,brute force","C++23 (GCC 14-64, msys2),C++17 (GCC 9-64),C++14 (GCC 6-32)",43
Fysty,2762,2762,international grandmaster,1010,385,"greedy,math,brute force,dp,implementation","C++20 (GCC 13-64),C++17 (GCC 7-32),Kotlin 1.7",83
IanISam,1632,2197,expert,510,217,"greedy,math,brute force,dp,implementation","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",200
Menyy1126,1163,1163,newbie,21,0,"math,implementation,greedy,dp,data structures",Python 3,3
Redpanda_x,2028,2082,candidate master,621,236,"greedy,math,constructive algorithms,implementation,brute force","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",143
zhangzheng2026,2065,2065,candidate master,382,342,"dp,math,greedy,data structures,dfs and similar","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),C++20 (GCC 13-64)",10
SATSKY_2025target_LGM,2563,2644,grandmaster,878,430,"greedy,math,dp,brute force,data structures","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",57
Miku_Teto,2560,2560,grandmaster,42,15,"greedy,math,implementation,dp,constructive algorithms","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",6
DanTheMan.,2469,2531,grandmaster,788,334,"greedy,math,constructive algorithms,implementation,brute force","C++20 (GCC 11-64),C++20 (GCC 13-64),C++17 (GCC 7-32)",141
happyhacker001,1050,1050,newbie,21,10,"greedy,dp,math,sortings,combinatorics",C++17 (GCC 7-32),2
reck13ss,1588,1588,specialist,146,14,"implementation,greedy,math,dp,brute force","C++17 (GCC 7-32),C++20 (GCC 11-64),C++20 (GCC 13-64)",14
DaoTa,2011,2011,candidate master,674,238,"greedy,math,implementation,constructive algorithms,dp","GNU C++11,C++17 (GCC 7-32),C++14 (GCC 6-32)",20
NotDWT,2196,2238,master,690,206,"greedy,math,constructive algorithms,brute force,implementation","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),PyPy 3-64",92
JagguBandar,2111,2290,master,803,387,"greedy,math,implementation,constructive algorithms,dp","C++20 (GCC 11-64),C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",137
Player_209,1460,1535,specialist,620,4,"math,greedy,implementation,constructive algorithms,brute force",C++17 (GCC 7-32),20
MBA,1687,1857,expert,85,19,"greedy,math,implementation,constructive algorithms,brute force","C++23 (GCC 14-64, msys2)",20
3lo1129,1871,1876,expert,740,515,"greedy,math,dp,data structures,constructive algorithms","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",35
orztheherta,2108,2108,master,51,17,"greedy,math,implementation,dp,constructive algorithms","C++20 (GCC 13-64),C++17 (GCC 7-32)",7
whomadewho,1716,1724,expert,79,21,"greedy,math,implementation,constructive algorithms,dp",C++20 (GCC 13-64),15
thismagic,1400,1706,specialist,408,308,"greedy,dp,data structures,math,dfs and similar","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),C++20 (GCC 13-64)",137
Thanhs,2196,2196,master,567,428,"dp,math,greedy,data structures,constructive algorithms","C++20 (GCC 13-64),C++20 (GCC 11-64),C++23 (GCC 14-64, msys2)",42
lzlqwq,1725,1725,expert,205,156,"greedy,math,dp,data structures,implementation","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",8
nelav,1409,1409,specialist,556,51,"greedy,math,implementation,brute force,constructive algorithms","C++20 (GCC 13-64),C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",53
www_bilibili_com,2406,2440,grandmaster,436,251,"greedy,math,dp,data structures,constructive algorithms",C++20 (GCC 13-64),21
wildhonestfur,1757,1806,expert,308,66,"greedy,math,constructive algorithms,implementation,brute force","C++20 (GCC 13-64),C++17 (GCC 7-32),PyPy 3",37
oblememan,1884,2036,expert,580,138,"greedy,math,implementation,constructive algorithms,brute force","C++17 (GCC 9-64),C++17 (GCC 7-32),C++20 (GCC 13-64)",69
duckagainduck,2160,2160,master,97,31,"greedy,math,constructive algorithms,brute force,dp","C++23 (GCC 14-64, msys2)",26
lonelydoomer,1599,1599,specialist,53,5,"greedy,math,constructive algorithms,brute force,sortings","C++17 (GCC 7-32),C++20 (GCC 13-64),C++17 (GCC 9-64)",17
puru29,1375,1483,pupil,383,37,"greedy,math,implementation,constructive algorithms,brute force","C++17 (GCC 7-32),C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",24
activedeltorre,2322,2392,international master,234,59,"greedy,math,dp,implementation,constructive algorithms","C++20 (GCC 13-64),C++17 (GCC 7-32),C++14 (GCC 6-32)",15
Marzouk,1633,1633,expert,472,174,"greedy,math,dp,implementation,brute force","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",29
_dusktrail,2167,2167,master,88,61,"greedy,math,dp,data structures,implementation","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",5
fallleaves01,2669,2800,international grandmaster,810,348,"greedy,math,dp,implementation,brute force","C++20 (GCC 13-64),C++20 (GCC 11-64),C++17 (GCC 7-32)",55
KaitoKIDO,1590,1592,specialist,369,76,"greedy,math,constructive algorithms,implementation,dp","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",23
sethiyaharshal,1456,1596,specialist,622,352,"greedy,math,dp,constructive algorithms,data structures","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),Kotlin 1.7",72
lesburke,1432,1432,specialist,260,4,"implementation,math,greedy,brute force,sortings","C++20 (GCC 13-64),C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",21
_harsh_maheriya,1544,1583,specialist,105,5,"greedy,math,constructive algorithms,implementation,sortings","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",31
wjli,1988,2381,candidate master,878,249,"greedy,math,implementation,constructive algorithms,brute force","C++20 (GCC 13-64),C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",165
thanhcodedao,1814,1814,expert,239,75,"greedy,math,implementation,data structures,brute force","C++17 (GCC 7-32),C++14 (GCC 6-32)",25
rin204,2761,3078,international grandmaster,813,426,"greedy,math,implementation,constructive algorithms,dp","C++20 (GCC 11-64),PyPy 3-64,C++20 (GCC 13-64)",134
